timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp (Base),Secondary Timestamp (Remainder)
671179.623,126.953,-455.566,-33.691,35.645,671179.625,-0.015
671179.627,12.695,-403.809,-31.738,18.555,671179.625,-0.011
671179.631,18.066,-609.863,-28.809,26.855,671179.625,-0.007
671179.635,116.211,-422.363,-33.203,39.062,671179.625,-0.003
671179.639,116.211,-390.625,-35.645,37.598,671179.625,0.001
671179.643,8.301,-704.590,-34.180,22.949,671179.625,0.005
671179.647,-17.578,-853.516,-31.738,18.066,671179.625,0.009
671179.651,87.402,-940.918,-23.438,56.152,671179.625,0.013
671179.655,146.973,-799.805,-25.879,59.570,671179.625,0.017
671179.659,76.172,-458.984,-35.156,25.879,671179.625,0.021
671179.662,22.461,-376.465,-34.668,25.879,671179.625,0.024
671179.666,89.355,-446.289,-25.391,46.387,671179.625,0.028
671179.670,157.227,-659.668,-24.414,68.848,671179.688,0.003
671179.674,100.586,-692.383,-23.926,68.848,671179.688,0.007
671179.678,3.418,-639.648,-19.043,47.852,671179.688,0.011
671179.682,35.645,-444.336,-16.113,45.898,671179.688,0.015
671179.686,122.559,-353.516,-16.113,72.754,671179.688,0.019
671179.690,110.840,-761.719,-23.438,84.961,671179.688,0.023
671179.694,22.461,-877.441,-16.113,66.406,671179.688,0.027
671179.698,7.324,-494.141,-1.465,41.504,671179.688,0.031
671179.701,100.586,-363.281,-0.977,62.500,671179.750,-0.028
671179.705,119.629,-339.844,-3.906,69.336,671179.750,-0.024
671179.709,3.906,-738.770,-5.859,56.641,671179.750,-0.020
671179.713,-36.621,-872.070,-5.371,42.480,671179.750,-0.016
671179.717,55.176,-447.754,-7.812,28.809,671179.688,0.025
671179.721,114.258,-409.668,-18.066,41.992,671179.688,0.029
671179.725,44.922,-399.902,-18.555,28.320,671179.750,-0.030
671179.729,-37.109,-617.188,-12.207,9.277,671179.750,-0.026
671179.733,22.949,-748.047,-21.484,16.113,671179.750,-0.022
671179.737,122.559,-748.535,-20.996,35.645,671179.750,-0.018
671179.741,90.332,-925.781,-9.277,35.156,671179.750,-0.014
671179.744,7.324,-838.867,-9.766,14.648,671179.750,-0.010
671179.748,41.016,-892.578,-12.695,24.902,671179.750,-0.006
671179.752,139.648,-810.059,-17.090,44.434,671179.750,-0.002
671179.756,137.207,-429.199,-22.949,34.668,671179.750,0.002
671179.760,47.363,-386.230,-24.414,19.531,671179.750,0.005
671179.764,36.621,-290.527,-28.320,15.625,671179.750,0.001
671179.768,114.746,-471.680,-23.926,48.340,671179.750,0.005
671179.772,112.793,-867.188,-23.438,66.406,671179.750,0.009
671179.776,8.789,-704.102,-27.344,38.574,671179.750,0.013
671179.780,-46.875,-466.797,-26.855,25.391,671179.750,0.016
671179.784,20.508,-659.668,-26.855,49.316,671179.750,0.020
671179.787,85.938,-893.555,-29.785,63.477,671179.750,0.024
671179.791,19.043,-1000.000,-25.879,73.242,671179.750,0.028
671179.795,-62.988,-848.145,-24.902,48.340,671179.812,-0.030
671179.799,-6.836,-420.898,-28.809,20.020,671179.812,-0.026
671179.803,91.797,-264.648,-27.344,47.363,671179.812,-0.023
671179.807,60.547,-411.621,-25.879,56.641,671179.812,-0.019
671179.811,-38.574,-761.719,-16.602,42.480,671179.812,-0.002
671179.815,-24.902,-596.680,-19.531,29.297,671179.812,0.002
671179.819,73.730,-372.070,-20.996,46.387,671179.812,0.006
671179.823,80.566,-377.930,-16.113,47.852,671179.812,0.010
671179.826,-8.789,-380.371,-22.949,23.438,671179.812,0.014
671179.830,-13.672,-706.055,-23.438,29.785,671179.812,0.018
671179.834,84.473,-804.199,-22.949,47.852,671179.812,0.022
671179.838,118.652,-747.559,-26.855,43.945,671179.812,0.026
671179.842,36.621,-561.523,-29.785,13.184,671179.812,0.030
671179.846,-24.902,-333.008,-28.809,1.465,671179.875,-0.029
671179.850,29.785,-736.328,-22.949,31.250,671179.875,-0.025
671179.854,94.238,-854.492,-25.391,47.363,671179.875,-0.021
671179.858,33.203,-490.723,-32.715,23.438,671179.875,-0.025
671179.862,-62.988,-389.160,-29.297,3.906,671179.875,-0.021
671179.866,-35.156,-290.039,-24.902,16.602,671179.875,-0.017
671179.869,46.387,-687.500,-18.555,58.105,671179.875,-0.013
671179.873,21.484,-879.883,-24.902,56.152,671179.875,-0.009
671179.877,-72.754,-740.723,-26.367,24.414,671179.875,-0.005
671179.881,-62.988,-707.520,-22.949,19.531,671179.875,-0.001
671179.885,35.645,-356.445,-24.902,25.391,671179.875,0.003
671179.889,39.551,-659.668,-18.066,46.387,671179.875,0.007
671179.893,-45.410,-911.133,-20.020,28.320,671179.875,0.011
671179.897,-55.176,-473.145,-25.879,0.000,671179.875,0.014
671179.901,39.551,-318.359,-27.832,18.066,671179.875,0.018
671179.905,93.750,-261.230,-29.785,26.367,671179.938,-0.027
671179.909,15.625,-636.230,-20.996,24.414,671179.938,-0.023
671179.912,-57.129,-842.773,-14.648,7.812,671179.938,-0.019
671179.916,5.371,-364.746,-20.508,7.324,671179.938,-0.015
671179.920,80.566,-289.551,-20.020,27.832,671179.938,-0.011
671179.924,32.227,-561.523,-20.996,27.832,671179.938,-0.007
671179.928,-70.801,-885.254,-27.344,11.230,671179.938,-0.004
671179.932,-62.988,-959.961,-25.879,10.254,671179.938,0.000
671179.936,22.949,-574.219,-26.855,16.602,671179.938,0.004
671179.940,-12.695,-381.836,-28.809,21.484,671179.938,0.008
671179.944,-138.184,-314.453,-26.855,3.418,671179.938,0.012
671179.948,-151.855,-441.406,-27.832,2.930,671179.938,0.016
671179.951,-53.223,-596.680,-24.902,33.691,671179.938,0.013
671179.955,-24.414,-332.520,-23.438,31.738,671179.938,0.017
671179.959,-106.934,-301.270,-26.367,12.695,671179.938,0.021
671179.963,-136.230,-318.848,-26.855,2.930,671179.938,0.025
671179.967,-34.668,-449.707,-29.785,18.066,671179.938,0.029
671179.971,26.367,-807.617,-31.738,37.598,671180.000,-0.030
671179.975,-50.781,-914.062,-25.879,19.043,671180.000,-0.026
671179.979,-119.141,-657.227,-23.926,-3.418,671180.000,-0.022
671179.983,-59.570,-437.988,-27.344,10.254,671180.000,-0.018
671179.987,18.066,-626.953,-26.855,29.785,671180.000,-0.014
671179.991,-32.227,-916.992,-24.414,30.762,671180.000,-0.010
671179.994,-119.141,-715.332,-25.391,6.836,671180.000,-0.006
671179.998,-77.148,-277.832,-25.391,1.465,671180.000,-0.010
671180.002,40.527,-235.840,-20.508,30.273,671180.000,-0.006
671180.006,52.734,-410.156,-20.020,33.691,671180.000,-0.002
671180.010,-25.879,-600.098,-23.926,10.742,671180.000,0.002
671180.014,-22.949,-485.840,-26.855,4.395,671180.000,0.006
671180.018,64.941,-603.516,-25.391,35.156,671180.000,0.010
671180.022,84.473,-825.684,-26.367,54.688,671180.000,0.014
671180.026,-22.949,-814.941,-33.203,19.043,671180.000,0.018
671180.030,-83.496,-928.711,-33.203,9.766,671180.000,0.022
671180.034,1.953,-821.777,-35.645,27.344,671180.000,0.026
671180.037,80.566,-399.414,-36.621,19.531,671180.000,0.029
671180.041,16.113,-327.148,-29.297,9.766,671180.062,-0.029
671180.045,-70.312,-309.570,-32.227,-9.277,671180.062,-0.012
671180.049,-16.602,-495.117,-31.250,5.371,671180.062,-0.008
671180.053,87.402,-508.301,-29.297,28.320,671180.062,-0.004
671180.057,62.012,-314.941,-39.551,13.184,671180.062,0.000
671180.061,-32.227,-346.680,-37.109,-7.324,671180.062,0.004
671180.065,-19.043,-585.938,-30.273,0.000,671180.062,0.008
671180.069,63.477,-881.836,-31.738,35.645,671180.062,0.012
671180.073,51.758,-874.512,-26.855,46.875,671180.062,0.016
671180.076,-45.898,-608.887,-30.273,11.719,671180.062,0.020
671180.080,-48.828,-359.375,-33.691,10.742,671180.062,0.023
671180.084,44.922,-244.141,-36.133,38.086,671180.062,0.027
671180.088,63.965,-697.754,-28.809,63.965,671180.125,-0.031
671180.092,-30.273,-804.688,-25.391,40.039,671180.062,0.030
671180.096,-90.332,-335.449,-28.809,9.766,671180.125,-0.029
671180.100,-12.207,-271.973,-28.809,26.855,671180.125,-0.025
671180.104,76.660,-282.715,-29.785,38.086,671180.125,-0.021
671180.108,26.367,-480.469,-25.879,35.156,671180.125,-0.017
671180.112,-60.547,-836.426,-23.926,28.809,671180.125,-0.013
671180.116,-11.719,-801.758,-30.762,23.438,671180.125,-0.009
671180.119,84.961,-755.371,-33.203,39.551,671180.125,-0.005
671180.123,62.500,-520.996,-33.203,34.180,671180.125,-0.001
671180.127,-29.297,-467.773,-35.156,17.578,671180.125,0.002
671180.131,-24.414,-714.844,-34.668,32.227,671180.125,0.006
671180.135,66.895,-493.164,-30.762,46.387,671180.125,0.010
671180.139,66.406,-333.496,-28.320,50.293,671180.125,0.005
671180.143,-47.852,-403.320,-29.785,27.344,671180.125,0.009
671180.147,-84.473,-636.719,-30.762,17.578,671180.125,0.013
671180.151,11.230,-783.203,-33.203,37.598,671180.125,0.017
671180.155,72.266,-558.105,-39.062,37.598,671180.125,0.021
671180.159,16.602,-671.875,-41.016,21.484,671180.125,0.025
671180.162,-29.297,-753.418,-37.598,9.277,671180.125,0.029
671180.166,42.480,-423.340,-36.621,8.301,671180.188,-0.030
671180.170,113.281,-733.887,-34.668,48.828,671180.188,-0.026
671180.174,64.453,-891.602,-37.109,35.156,671180.188,-0.022
671180.178,-2.930,-395.996,-41.504,-15.625,671180.188,-0.018
671180.182,39.062,-249.512,-35.645,2.930,671180.188,-0.014
671180.186,128.906,-257.812,-35.156,23.926,671180.188,0.003
671180.190,103.516,-688.477,-32.227,41.016,671180.188,0.007
671180.194,-9.766,-817.383,-33.203,21.973,671180.188,0.011
671180.198,-13.184,-438.477,-38.574,6.348,671180.188,0.015
671180.201,68.848,-344.238,-41.016,29.297,671180.188,0.019
671180.205,70.801,-537.598,-41.504,36.621,671180.188,0.023
671180.209,-28.320,-877.930,-41.504,41.504,671180.188,0.027
671180.213,-77.637,-992.188,-39.062,30.762,671180.188,0.031
671180.217,7.324,-680.176,-41.504,11.230,671180.250,-0.028
671180.221,79.590,-354.980,-42.969,25.879,671180.250,-0.024
671180.225,13.184,-255.859,-43.457,18.066,671180.250,-0.020
671180.229,-61.523,-536.621,-40.039,10.254,671180.250,-0.016
671180.233,0.000,-580.566,-39.551,20.996,671180.250,-0.019
671180.237,85.938,-293.945,-38.086,36.621,671180.250,-0.015
671180.241,34.180,-428.711,-34.668,35.645,671180.250,-0.011
671180.244,-62.988,-329.590,-37.109,15.625,671180.250,-0.008
671180.248,-29.785,-454.590,-33.203,29.785,671180.250,-0.004
671180.252,75.684,-877.441,-30.273,58.594,671180.250,0.000
671180.256,86.426,-712.402,-35.156,52.734,671180.250,0.004
671180.260,0.488,-465.332,-34.180,37.109,671180.250,0.008
671180.264,3.418,-455.566,-33.203,39.062,671180.250,0.012
671180.268,113.770,-533.203,-31.250,61.523,671180.250,0.016
671180.272,142.090,-880.371,-33.203,67.871,671180.250,0.020
671180.276,47.363,-659.668,-45.410,19.043,671180.250,0.024
671180.280,-3.906,-405.273,-47.852,-1.953,671180.250,0.020
671180.284,63.965,-314.453,-41.504,20.508,671180.250,0.024
671180.287,104.004,-418.457,-30.762,41.016,671180.250,0.028
671180.291,20.508,-639.648,-31.738,28.320,671180.312,-0.030
671180.295,-58.105,-429.199,-34.180,10.254,671180.312,-0.027
671180.299,-10.742,-552.246,-21.973,34.180,671180.312,-0.023
671180.303,72.754,-729.004,-21.973,51.758,671180.312,-0.019
671180.307,58.594,-842.285,-28.320,41.504,671180.312,-0.015
671180.311,-24.414,-872.559,-28.320,18.066,671180.312,-0.011
671180.315,8.301,-507.812,-26.855,12.207,671180.312,-0.007
671180.319,129.883,-414.551,-31.250,44.922,671180.312,-0.003
671180.323,138.184,-664.551,-35.645,53.223,671180.312,0.001
671180.326,41.504,-520.508,-30.762,21.484,671180.312,0.018
671180.330,15.137,-716.309,-29.785,27.832,671180.312,0.022
671180.334,103.516,-698.242,-29.785,42.480,671180.312,0.026
671180.338,134.277,-395.996,-32.227,37.109,671180.312,0.030
671180.342,35.156,-500.977,-35.645,24.414,671180.375,-0.029
671180.346,-25.391,-646.973,-32.227,18.555,671180.375,-0.025
671180.350,51.758,-909.668,-31.738,51.758,671180.375,-0.021
671180.354,137.207,-846.680,-29.297,65.430,671180.375,-0.017
671180.358,87.891,-477.539,-34.180,41.504,671180.375,-0.013
671180.362,-4.395,-352.539,-39.551,23.438,671180.375,-0.009
671180.366,37.109,-305.664,-34.180,24.414,671180.375,-0.005
671180.369,134.766,-598.145,-31.250,54.199,671180.375,-0.002
671180.373,111.816,-627.930,-34.180,49.805,671180.375,-0.005
671180.377,8.789,-404.785,-34.668,21.484,671180.375,-0.001
671180.381,16.113,-605.469,-35.645,21.484,671180.375,0.003
671180.385,111.816,-568.848,-36.133,43.945,671180.375,0.007
671180.389,113.281,-711.914,-29.297,61.035,671180.375,0.011
671180.393,20.996,-988.770,-30.762,39.062,671180.375,0.015
671180.397,-2.930,-914.062,-36.621,18.555,671180.375,0.019
671180.401,76.172,-850.098,-36.133,34.180,671180.375,0.023
671180.405,117.676,-608.887,-37.109,40.039,671180.375,0.027
671180.409,45.410,-798.828,-30.273,39.551,671180.375,0.030
671180.412,-15.137,-847.656,-32.715,16.113,671180.438,-0.028
671180.416,55.664,-450.195,-38.086,7.324,671180.438,-0.024
671180.420,130.371,-344.727,-34.668,30.273,671180.438,-0.027
671180.424,79.102,-268.555,-31.250,23.438,671180.438,-0.023
671180.428,-17.578,-566.406,-41.016,12.207,671180.438,-0.019
671180.432,3.906,-860.840,-42.480,24.902,671180.438,-0.015
671180.436,103.027,-561.523,-25.879,34.180,671180.438,-0.011
671180.440,83.984,-659.668,-25.391,36.621,671180.438,-0.007
671180.444,-6.348,-829.102,-30.273,15.137,671180.438,-0.003
671180.448,4.883,-867.188,-30.762,16.113,671180.438,0.001
671180.452,96.680,-947.754,-35.645,48.828,671180.438,0.004
671180.455,124.023,-695.312,-36.621,41.992,671180.438,0.008
671180.459,44.922,-455.566,-37.109,10.742,671180.438,0.012
671180.463,5.859,-329.102,-38.086,4.395,671180.438,0.016
671180.467,79.590,-396.484,-30.273,35.645,671180.500,0.010
671180.471,127.441,-607.422,-26.855,50.781,671180.500,0.014
671180.475,38.086,-500.000,-33.203,28.320,671180.500,0.018
671180.479,-53.711,-363.770,-36.133,7.324,671180.500,0.022
671180.483,-7.324,-347.656,-38.574,20.508,671180.500,0.026
671180.487,71.289,-630.859,-38.086,54.199,671180.500,0.030
671180.491,25.879,-944.824,-39.551,44.922,671180.562,-0.029
671180.494,-65.918,-856.934,-46.387,11.230,671180.562,-0.025
671180.498,-24.414,-709.961,-47.852,16.113,671180.562,-0.021
671180.502,91.309,-560.059,-40.039,40.527,671180.562,-0.017
671180.506,92.773,-432.129,-28.320,39.551,671180.562,-0.013
671180.510,0.977,-730.469,-30.762,22.461,671180.562,-0.009
671180.514,-8.789,-647.461,-36.621,11.230,671180.500,0.013
671180.518,82.520,-357.910,-31.250,37.109,671180.500,0.017
671180.522,110.352,-399.414,-28.320,55.664,671180.500,0.021
671180.526,13.184,-371.582,-28.320,30.762,671180.500,0.025
671180.530,-50.293,-675.293,-20.020,27.344,671180.500,0.029
671180.534,20.996,-996.094,-18.066,48.828,671180.562,-0.030
671180.537,93.750,-804.688,-26.367,50.293,671180.562,-0.026
671180.541,49.316,-559.570,-31.250,29.297,671180.562,-0.022
671180.545,-7.812,-396.484,-28.809,9.277,671180.562,-0.018
671180.549,45.898,-665.527,-24.414,28.809,671180.562,-0.014
671180.553,119.141,-731.934,-29.785,39.062,671180.562,-0.010
671180.557,90.820,-645.996,-24.414,29.785,671180.562,-0.007
671180.561,-0.488,-657.227,-20.508,18.555,671180.562,-0.012
671180.565,7.324,-329.102,-22.461,17.578,671180.562,-0.008
671180.569,78.613,-630.371,-21.484,51.270,671180.562,-0.004
671180.573,50.781,-896.484,-25.879,50.781,671180.562,-0.000
671180.577,-48.828,-595.703,-21.973,26.367,671180.562,0.004
671180.580,-67.383,-714.355,-23.438,37.109,671180.562,0.007
671180.584,25.879,-860.840,-34.668,56.152,671180.562,0.011
671180.588,75.195,-875.000,-25.391,62.988,671180.562,0.015
671180.592,-15.137,-1000.000,-14.648,62.012,671180.562,0.019
671180.596,-67.383,-809.082,-28.320,23.438,671180.562,0.023
671180.600,18.555,-367.188,-37.109,3.906,671180.562,0.027
671180.604,88.379,-220.215,-41.016,21.973,671180.562,0.031
671180.608,33.691,-384.766,-44.434,19.531,671180.625,-0.014
671180.612,-50.781,-548.340,-33.691,11.719,671180.625,-0.010
671180.616,-10.742,-556.641,-27.344,23.438,671180.625,-0.007
671180.619,76.660,-576.172,-30.762,37.598,671180.625,-0.003
671180.623,49.316,-364.746,-31.250,21.973,671180.625,0.001
671180.627,-43.945,-557.129,-22.949,15.625,671180.625,0.005
671180.631,-27.832,-893.555,-21.973,31.738,671180.625,0.009
671180.635,71.777,-613.770,-26.367,30.762,671180.625,0.013
671180.639,69.336,-330.566,-24.902,20.508,671180.625,0.017
671180.643,-45.898,-327.637,-26.367,6.836,671180.625,0.021
671180.647,-91.797,-341.797,-27.832,5.859,671180.625,0.025
671180.651,-22.949,-585.449,-23.926,31.738,671180.625,0.029
671180.655,7.812,-472.656,-23.926,40.039,671180.625,0.025
671180.659,-84.473,-287.598,-22.461,23.926,671180.625,0.029
671180.662,-146.484,-293.945,-14.648,9.766,671180.688,-0.029
671180.666,-55.176,-341.309,-15.625,21.973,671180.688,-0.025
671180.670,24.414,-652.832,-23.926,33.203,671180.688,-0.022
671180.674,-15.625,-867.188,-24.902,20.508,671180.688,-0.018
671180.678,-77.148,-835.938,-23.926,2.441,671180.688,-0.014
671180.682,-40.527,-812.500,-24.414,15.137,671180.688,-0.010
671180.686,66.895,-768.066,-24.414,39.062,671180.688,-0.006
671180.690,57.617,-924.805,-23.438,46.387,671180.688,-0.002
671180.694,-44.434,-787.109,-24.902,19.043,671180.688,0.002
671180.698,-37.598,-335.449,-32.715,0.000,671180.688,0.006
671180.702,65.918,-273.926,-30.273,28.320,671180.688,0.003
671180.705,68.848,-223.633,-23.926,30.762,671180.688,0.007
671180.709,-37.109,-648.438,-20.020,25.879,671180.688,0.011
671180.713,-57.129,-724.121,-26.367,6.348,671180.688,0.015
671180.717,53.711,-292.480,-35.156,7.812,671180.688,0.018
671180.721,112.793,-602.051,-21.484,46.387,671180.688,0.022
671180.725,39.062,-556.152,-8.789,20.020,671180.688,0.026
671180.729,-33.691,-599.609,-13.672,1.465,671180.688,0.030
671180.733,13.184,-979.492,-20.996,20.996,671180.750,-0.028
671180.737,95.703,-585.449,-30.273,20.996,671180.750,-0.025
671180.741,49.316,-319.824,-25.391,16.602,671180.750,-0.021
671180.744,-48.828,-296.875,-18.555,-0.488,671180.750,-0.017
671180.748,-30.273,-522.949,-20.020,20.996,671180.750,0.000
671180.752,61.523,-579.590,-20.020,45.898,671180.750,0.004
671180.756,53.223,-287.598,-21.484,36.133,671180.750,0.008
671180.760,-35.156,-294.434,-21.973,20.996,671180.750,0.012
671180.764,-28.809,-270.020,-20.996,18.066,671180.750,0.016
671180.768,62.012,-594.238,-17.578,48.828,671180.750,0.020
671180.772,82.031,-986.328,-16.113,70.312,671180.750,0.024
671180.776,-5.859,-874.023,-23.438,35.645,671180.750,0.028
671180.780,-49.805,-504.395,-22.949,13.672,671180.812,-0.031
671180.784,24.902,-182.129,-22.461,28.320,671180.812,-0.027
671180.787,76.660,-385.254,-22.461,46.875,671180.812,-0.023
671180.791,-3.418,-804.199,-18.066,37.598,671180.812,-0.019
671180.795,-94.727,-552.734,-24.414,5.859,671180.812,-0.022
671180.799,-55.664,-256.348,-26.367,11.230,671180.812,-0.018
671180.803,37.109,-228.027,-20.508,38.574,671180.812,-0.014
671180.807,7.812,-433.105,-17.090,40.527,671180.812,-0.010
671180.811,-93.750,-690.918,-20.996,24.902,671180.812,-0.006
671180.815,-64.941,-735.840,-22.461,24.902,671180.812,-0.002
671180.819,42.969,-698.242,-20.508,44.922,671180.812,0.002
671180.823,44.922,-438.477,-25.879,37.598,671180.812,0.006
671180.827,-41.016,-430.176,-25.391,14.160,671180.812,0.010
671180.830,-46.387,-851.562,-18.555,40.527,671180.812,0.014
671180.834,55.176,-797.852,-20.508,59.082,671180.812,0.018
671180.838,83.496,-370.605,-23.926,47.363,671180.812,0.021
671180.842,-11.719,-320.801,-20.508,32.715,671180.812,0.019
671180.846,-85.938,-352.051,-28.809,18.066,671180.812,0.023
671180.850,-49.805,-693.359,-28.320,40.039,671180.812,0.027
671180.854,1.465,-614.746,-28.809,46.875,671180.812,0.031
671180.858,-46.387,-415.527,-26.855,40.039,671180.875,-0.028
671180.862,-117.188,-716.797,-23.438,38.574,671180.875,-0.024
671180.866,-50.781,-850.098,-22.461,41.992,671180.875,-0.020
671180.869,81.055,-910.156,-17.578,58.594,671180.875,-0.016
671180.873,83.008,-680.176,-11.719,48.828,671180.875,-0.012
671180.877,-8.301,-338.867,-16.113,20.020,671180.875,-0.008
671180.881,12.207,-271.973,-28.320,25.391,671180.875,-0.004
671180.885,128.906,-262.207,-21.973,44.922,671180.875,-0.000
671180.889,137.207,-659.180,-11.230,52.734,671180.875,0.015
671180.893,45.898,-756.348,-11.719,29.297,671180.875,0.019
671180.897,39.062,-322.266,-16.113,4.395,671180.875,0.023
671180.901,122.559,-215.820,-16.113,24.902,671180.875,0.027
671180.905,136.230,-346.191,-19.531,38.574,671180.875,0.031
671180.909,15.625,-754.883,-14.160,34.180,671180.938,-0.028
671180.912,-73.242,-1000.000,-8.789,32.715,671180.938,-0.024
671180.916,-20.020,-613.281,-19.531,20.508,671180.938,-0.020
671180.920,51.270,-279.297,-24.902,32.227,671180.938,-0.016
671180.924,16.602,-253.906,-27.344,34.180,671180.938,-0.012
671180.928,-54.688,-514.160,-26.367,24.414,671180.938,-0.008
671180.932,-5.371,-807.617,-20.508,40.039,671180.938,-0.004
671180.936,113.281,-488.770,-24.414,42.480,671180.938,-0.007
671180.940,102.539,-333.984,-25.391,31.738,671180.938,-0.003
671180.944,-9.277,-353.027,-22.949,13.672,671180.938,0.001
671180.948,-28.320,-479.492,-29.297,21.484,671180.938,0.005
671180.952,48.828,-605.469,-28.320,41.504,671180.938,0.009
671180.955,52.246,-634.277,-20.508,40.527,671180.938,0.013
671180.959,-56.152,-808.594,-21.484,25.391,671180.938,0.017
671180.963,-93.750,-802.246,-21.484,14.648,671180.938,0.021
671180.967,-5.859,-677.734,-18.066,28.320,671180.938,0.024
671180.971,48.828,-866.211,-17.090,53.223,671180.938,0.028
671180.975,-10.742,-680.176,-23.926,24.902,671181.000,-0.030
671180.979,-56.641,-289.062,-30.273,-0.488,671181.000,-0.026
671180.983,27.832,-273.926,-31.250,21.973,671181.000,-0.030
671180.987,109.863,-347.168,-27.832,41.992,671181.000,-0.026
671180.991,63.477,-573.730,-30.762,37.598,671181.000,-0.022
671180.994,-30.762,-468.750,-33.691,11.719,671181.000,-0.018
671180.998,-17.578,-271.484,-29.785,14.160,671181.000,-0.014
671181.002,63.477,-591.309,-29.297,37.109,671181.000,-0.010
671181.006,62.500,-798.828,-33.203,39.062,671181.000,-0.006
671181.010,-17.578,-900.391,-28.320,51.270,671181.000,-0.002
671181.014,-24.414,-775.879,-19.531,49.316,671181.000,0.002
671181.018,73.242,-326.172,-19.531,38.574,671181.000,0.006
671181.022,115.234,-297.363,-15.625,47.363,671181.000,0.009
671181.026,36.621,-520.996,-18.555,28.320,671181.000,0.013
671181.030,10.742,-741.699,-21.973,15.625,671181.000,0.030
671181.034,112.305,-489.746,-16.113,23.438,671181.062,-0.028
671181.037,177.734,-333.984,-13.184,42.480,671181.062,-0.024
671181.041,104.980,-518.066,-13.672,40.039,671181.062,-0.020
671181.045,19.043,-502.441,-12.695,17.090,671181.062,-0.016
671181.049,51.270,-747.070,-9.766,46.875,671181.062,-0.013
671181.053,119.141,-995.605,-16.602,65.918,671181.062,-0.009
671181.057,77.148,-798.828,-23.926,30.762,671181.062,-0.005
671181.061,-21.484,-596.680,-19.043,13.672,671181.062,-0.001
671181.065,-13.184,-365.234,-21.973,16.113,671181.062,0.003
671181.069,71.289,-600.098,-21.973,46.387,671181.062,0.007
671181.073,81.055,-803.711,-20.508,53.711,671181.062,0.011
671181.077,0.977,-406.250,-23.438,24.902,671181.062,0.028
671181.080,-5.859,-342.285,-23.438,20.508,671181.125,-0.030
671181.084,86.426,-540.039,-25.879,44.922,671181.125,-0.026
671181.088,123.047,-815.430,-25.879,63.477,671181.125,-0.023
671181.092,50.781,-713.379,-28.320,41.504,671181.125,-0.019
671181.096,12.207,-608.887,-33.691,20.508,671181.125,-0.015
671181.100,91.309,-779.785,-33.691,33.203,671181.125,-0.011
671181.104,160.156,-505.859,-35.645,43.945,671181.125,-0.007
671181.108,105.469,-527.832,-34.668,45.410,671181.125,-0.003
671181.112,23.926,-943.848,-24.902,46.387,671181.125,0.001
671181.116,78.125,-600.098,-25.879,35.645,671181.125,0.005
671181.119,184.082,-326.172,-25.391,48.340,671181.125,0.009
671181.123,161.621,-375.000,-28.809,43.945,671181.125,-0.015
671181.127,67.383,-459.473,-30.762,15.625,671181.125,-0.011
671181.131,85.938,-621.094,-30.762,15.137,671181.125,-0.007
671181.135,180.176,-386.719,-29.297,34.668,671181.125,-0.003
671181.139,166.016,-433.105,-26.855,43.945,671181.125,0.001
671181.143,56.152,-678.223,-27.832,30.762,671181.125,0.005
671181.147,31.738,-771.484,-31.738,21.484,671181.125,0.009
671181.151,116.211,-940.430,-34.668,37.109,671181.125,0.013
671181.155,157.227,-838.379,-38.086,39.551,671181.125,0.017
671181.159,83.008,-556.641,-34.668,15.625,671181.125,0.021
671181.162,10.742,-418.945,-33.691,1.465,671181.125,0.024
671181.166,67.383,-291.504,-34.668,11.719,671181.125,0.028
671181.170,140.625,-728.516,-31.738,50.293,671181.188,0.003
671181.174,88.867,-867.188,-37.598,40.039,671181.188,0.007
671181.178,-6.836,-431.152,-39.551,-0.488,671181.188,0.011
671181.182,6.348,-351.074,-34.668,13.672,671181.188,0.015
671181.186,74.219,-345.703,-31.250,36.133,671181.188,0.019
671181.190,28.809,-755.859,-25.391,52.734,671181.188,0.023
671181.194,-83.496,-846.680,-22.461,28.809,671181.188,0.027
671181.198,-80.566,-393.555,-29.297,9.766,671181.188,0.031
671181.202,8.301,-502.930,-34.180,34.668,671181.250,-0.028
671181.205,15.625,-600.586,-34.180,33.203,671181.250,-0.024
671181.209,-68.848,-721.680,-27.832,23.926,671181.250,-0.020
671181.213,-92.773,-660.645,-20.996,23.926,671181.250,-0.016
671181.217,-7.812,-363.770,-27.344,34.180,671181.188,0.023
671181.221,34.668,-450.195,-34.668,44.434,671181.188,0.027
671181.225,-34.180,-355.469,-35.645,20.020,671181.188,0.031
671181.229,-104.980,-637.695,-35.645,18.066,671181.250,-0.028
671181.233,-48.340,-792.969,-32.715,40.039,671181.250,-0.024
671181.237,47.852,-725.098,-40.039,53.711,671181.250,-0.020
671181.241,10.742,-917.969,-39.551,51.758,671181.250,-0.016
671181.244,-61.035,-832.520,-26.367,24.414,671181.250,-0.012
671181.248,-6.836,-897.461,-20.508,33.203,671181.250,-0.008
671181.252,109.863,-841.309,-22.461,58.594,671181.250,-0.004
671181.256,109.375,-454.102,-28.809,41.992,671181.250,-0.001
671181.260,-2.930,-576.660,-30.273,25.391,671181.250,0.003
671181.264,-20.020,-610.352,-29.297,19.043,671181.250,0.001
671181.268,57.617,-546.387,-29.785,43.945,671181.250,0.005
671181.272,62.500,-915.527,-32.227,55.176,671181.250,0.008
671181.276,-20.508,-733.887,-36.133,13.672,671181.250,0.012
