timestamps,TP9,AF7,AF8,TP10,Secondary Timestamp (Base),Secondary Timestamp (Remainder)
671193.143,12.207,-563.477,-25.391,10.254,671193.125,0.005
671193.147,-16.113,-742.188,-28.809,-3.418,671193.125,0.009
671193.151,60.547,-878.418,-26.855,31.738,671193.125,0.013
671193.155,113.770,-863.281,-23.926,43.945,671193.125,0.017
671193.159,54.688,-507.324,-29.297,0.000,671193.125,0.021
671193.163,-6.836,-334.961,-29.785,-12.207,671193.125,0.025
671193.167,50.293,-210.449,-26.855,10.742,671193.125,0.028
671193.170,115.723,-519.043,-28.809,25.879,671193.188,-0.017
671193.174,66.406,-817.871,-31.738,12.695,671193.188,-0.013
671193.178,-10.254,-608.887,-30.762,-7.812,671193.188,-0.009
671193.182,32.715,-334.961,-31.250,-1.465,671193.188,-0.005
671193.186,119.141,-262.207,-29.297,22.461,671193.188,-0.001
671193.190,95.215,-745.117,-21.484,29.297,671193.188,0.003
671193.194,6.836,-854.004,-25.879,10.254,671193.188,0.006
671193.198,11.230,-388.184,-34.180,-14.648,671193.188,0.010
671193.202,93.750,-338.867,-32.715,6.348,671193.188,0.014
671193.206,106.934,-256.836,-29.785,21.973,671193.188,0.018
671193.210,20.508,-520.508,-29.297,9.277,671193.188,0.022
671193.213,-28.320,-789.062,-30.762,-5.371,671193.188,0.026
671193.217,31.738,-383.789,-34.668,-1.465,671193.250,-0.020
671193.221,82.031,-313.965,-29.785,20.020,671193.250,-0.016
671193.225,21.484,-336.426,-22.949,10.742,671193.250,-0.012
671193.229,-58.105,-480.957,-27.344,-1.465,671193.250,-0.008
671193.233,-18.555,-808.594,-30.273,11.230,671193.250,-0.004
671193.237,58.594,-859.863,-21.973,22.949,671193.250,-0.000
671193.241,25.879,-886.719,-23.438,18.555,671193.250,0.004
671193.245,-61.523,-875.488,-30.273,-3.418,671193.250,0.008
671193.249,-40.527,-850.586,-29.297,-1.953,671193.250,0.012
671193.252,38.574,-939.453,-29.785,34.668,671193.250,0.015
671193.256,28.809,-695.312,-35.156,22.461,671193.250,0.019
671193.260,-47.363,-371.582,-36.621,-9.766,671193.250,0.023
671193.264,-54.688,-262.695,-32.227,-2.930,671193.250,0.001
671193.268,27.832,-285.156,-34.180,17.578,671193.250,0.005
671193.272,57.617,-653.809,-35.156,27.344,671193.250,0.009
671193.276,-14.160,-619.141,-33.203,9.277,671193.250,0.013
671193.280,-42.969,-367.676,-30.762,-3.906,671193.250,0.016
671193.284,33.203,-624.512,-26.855,6.836,671193.250,0.020
671193.288,91.309,-734.375,-30.762,25.879,671193.250,0.024
671193.292,30.762,-837.402,-34.668,20.996,671193.250,0.028
671193.295,-51.758,-712.891,-28.809,0.488,671193.312,-0.030
671193.299,-19.531,-345.703,-30.273,13.672,671193.312,-0.026
671193.303,44.434,-317.871,-36.133,37.598,671193.312,-0.023
671193.307,11.719,-341.797,-25.879,32.227,671193.312,-0.019
671193.311,-86.426,-765.137,-15.137,35.645,671193.312,-0.002
671193.315,-79.102,-815.430,-20.020,32.227,671193.312,0.002
671193.319,1.953,-309.082,-27.344,21.973,671193.312,0.006
671193.323,0.977,-245.117,-23.926,27.832,671193.312,0.010
671193.327,-86.426,-320.312,-22.949,7.324,671193.312,0.014
671193.331,-118.652,-695.801,-23.926,15.137,671193.312,0.018
671193.335,-31.250,-870.117,-22.949,36.621,671193.312,0.022
671193.338,14.160,-761.230,-24.414,32.227,671193.312,0.026
671193.342,-56.641,-501.953,-32.227,8.301,671193.312,0.030
671193.346,-93.262,-215.820,-34.668,-8.789,671193.375,-0.029
671193.350,-19.531,-625.000,-30.273,13.184,671193.375,-0.025
671193.354,58.594,-780.273,-29.785,20.996,671193.375,-0.021
671193.358,28.809,-323.242,-34.668,-3.906,671193.375,-0.025
671193.362,-43.945,-208.008,-33.691,-17.578,671193.375,-0.021
671193.366,-6.348,-106.445,-27.832,-16.602,671193.375,-0.017
671193.370,71.777,-451.660,-26.367,15.137,671193.375,-0.013
671193.374,37.598,-791.504,-21.484,20.996,671193.375,-0.009
671193.377,-74.707,-683.105,-18.555,-1.465,671193.375,-0.005
671193.381,-96.191,-633.789,-19.043,-0.488,671193.375,-0.001
671193.385,-24.902,-353.516,-19.043,9.766,671193.375,0.003
671193.389,-37.109,-431.641,-12.207,29.785,671193.375,0.007
671193.393,-145.996,-906.738,-7.324,33.203,671193.375,0.011
671193.397,-175.293,-657.227,-14.160,10.254,671193.375,0.014
671193.401,-79.590,-208.984,-20.508,12.695,671193.375,0.018
671193.405,-8.789,-205.566,-22.461,23.438,671193.438,-0.027
671193.409,-59.082,-424.805,-22.461,16.113,671193.438,-0.023
671193.413,-109.863,-607.422,-29.785,0.977,671193.438,-0.019
671193.417,-35.645,-273.438,-30.762,-0.488,671193.438,-0.015
671193.420,43.457,-191.895,-24.902,22.461,671193.438,-0.012
671193.424,4.883,-598.145,-26.367,22.949,671193.438,-0.008
671193.428,-75.195,-732.422,-31.738,-0.488,671193.438,-0.004
671193.432,-51.758,-850.586,-28.809,11.719,671193.438,0.000
671193.436,44.922,-698.242,-21.484,31.738,671193.438,0.004
671193.440,40.527,-289.551,-20.508,16.602,671193.438,0.008
671193.444,-49.805,-296.875,-19.531,-0.488,671193.438,0.012
671193.448,-44.922,-315.918,-21.484,-2.441,671193.438,0.016
671193.452,52.734,-420.898,-19.531,18.555,671193.438,0.015
671193.456,81.543,-353.516,-20.508,25.391,671193.438,0.019
671193.460,10.742,-252.441,-23.926,2.441,671193.438,0.023
671193.463,-8.789,-210.938,-20.508,-11.230,671193.438,0.027
671193.467,71.777,-323.730,-20.508,16.113,671193.438,0.030
671193.471,111.816,-757.324,-16.113,45.410,671193.500,-0.028
671193.475,42.480,-826.172,-18.555,34.180,671193.500,-0.024
671193.479,-34.668,-468.262,-22.949,12.695,671193.500,-0.020
671193.483,6.836,-333.984,-18.555,18.066,671193.500,-0.016
671193.487,83.984,-420.898,-24.902,39.551,671193.500,-0.012
671193.491,45.898,-680.664,-22.949,37.598,671193.500,-0.009
671193.495,-34.668,-655.273,-17.578,12.695,671193.500,-0.005
671193.499,-11.230,-303.223,-17.090,11.719,671193.500,-0.010
671193.502,68.848,-300.293,-17.090,33.203,671193.500,-0.006
671193.506,66.406,-218.262,-20.508,37.109,671193.500,-0.002
671193.510,-18.066,-603.027,-15.625,40.039,671193.500,0.002
671193.514,-27.344,-846.680,-17.090,32.715,671193.500,0.006
671193.518,58.105,-618.164,-23.926,31.738,671193.500,0.010
671193.522,73.730,-790.039,-20.996,45.898,671193.500,0.014
671193.526,-18.066,-828.125,-23.926,23.438,671193.500,0.018
671193.530,-82.031,-854.004,-28.809,14.648,671193.500,0.021
671193.534,-14.648,-898.926,-31.738,37.109,671193.500,0.025
671193.538,60.059,-478.516,-33.691,36.133,671193.500,0.029
671193.542,10.254,-352.539,-23.438,20.020,671193.562,-0.029
671193.545,-65.918,-306.641,-26.367,0.000,671193.500,0.031
671193.549,-22.461,-360.352,-32.227,7.812,671193.562,-0.028
671193.553,69.336,-541.992,-28.809,28.320,671193.562,-0.024
671193.557,41.992,-270.996,-29.297,16.602,671193.562,-0.020
671193.561,-30.762,-309.082,-26.367,0.977,671193.562,-0.016
671193.565,-0.977,-621.582,-28.809,4.883,671193.562,-0.012
671193.569,83.496,-709.961,-30.273,18.066,671193.562,-0.008
671193.573,92.285,-867.676,-22.949,31.250,671193.562,-0.005
671193.577,11.230,-633.301,-23.926,3.418,671193.562,-0.001
671193.581,2.930,-258.789,-26.855,-13.672,671193.562,0.003
671193.585,76.172,-388.672,-24.902,14.648,671193.562,0.007
671193.588,93.750,-623.535,-23.926,23.926,671193.562,0.011
671193.592,3.418,-673.828,-25.879,-0.488,671193.562,0.028
671193.596,-59.570,-381.836,-29.785,-14.648,671193.625,-0.030
671193.600,-7.812,-243.164,-27.344,0.977,671193.625,-0.027
671193.604,65.918,-249.023,-20.508,18.555,671193.625,-0.023
671193.608,34.668,-260.742,-17.090,22.461,671193.625,-0.019
671193.612,-30.762,-684.082,-15.137,9.766,671193.625,-0.015
671193.616,17.578,-850.586,-18.555,8.789,671193.625,-0.011
671193.620,96.191,-659.180,-22.461,17.578,671193.625,-0.007
671193.624,78.125,-479.492,-24.414,5.371,671193.625,-0.003
671193.627,-6.836,-269.043,-22.461,-13.184,671193.625,0.001
671193.631,0.977,-668.457,-17.578,13.184,671193.625,0.005
671193.635,95.703,-753.906,-18.555,31.250,671193.625,0.009
671193.639,103.027,-250.000,-21.484,13.672,671193.688,0.001
671193.643,2.441,-386.230,-18.066,10.742,671193.688,0.005
671193.647,-48.828,-491.699,-15.625,7.812,671193.688,0.009
671193.651,1.953,-560.547,-16.113,21.973,671193.688,0.013
671193.655,18.066,-510.254,-21.484,28.809,671193.688,0.017
671193.659,-71.777,-557.129,-19.531,15.625,671193.688,0.021
671193.663,-145.020,-747.559,-9.277,1.465,671193.688,0.025
671193.667,-83.496,-289.062,-15.137,3.418,671193.688,0.028
671193.670,2.441,-524.902,-17.090,38.574,671193.750,-0.030
671193.674,-27.832,-902.344,-19.043,40.039,671193.750,-0.026
671193.678,-98.145,-432.617,-28.809,-2.930,671193.750,-0.022
671193.682,-53.223,-238.281,-33.203,0.977,671193.750,-0.018
671193.686,42.480,-182.129,-33.691,17.578,671193.688,0.001
671193.690,20.508,-466.797,-30.762,17.578,671193.688,0.005
671193.694,-72.754,-647.949,-25.879,3.418,671193.688,0.009
671193.698,-70.801,-415.039,-22.461,-3.418,671193.688,0.013
671193.702,9.766,-460.449,-24.902,9.766,671193.688,0.017
671193.706,25.879,-592.773,-25.391,14.160,671193.688,0.021
671193.710,-52.734,-773.438,-24.902,-2.930,671193.688,0.025
671193.713,-76.172,-892.578,-25.879,-7.812,671193.688,0.029
671193.717,26.855,-569.824,-25.391,2.930,671193.750,-0.030
671193.721,104.004,-304.688,-31.738,10.254,671193.750,-0.026
671193.725,53.223,-205.566,-28.320,6.836,671193.750,-0.022
671193.729,-13.672,-353.027,-16.602,5.371,671193.750,-0.018
671193.733,40.039,-625.977,-15.137,15.625,671193.750,-0.020
671193.737,120.605,-376.465,-20.996,27.344,671193.750,-0.016
671193.741,82.520,-279.297,-21.484,32.715,671193.750,-0.012
671193.745,-19.531,-249.023,-25.391,12.207,671193.750,-0.008
671193.749,-7.324,-223.633,-30.762,12.207,671193.750,-0.004
671193.752,72.266,-800.293,-23.438,59.082,671193.750,-0.000
671193.756,55.664,-840.332,-29.297,41.992,671193.750,0.004
671193.760,-32.227,-528.320,-40.039,-9.766,671193.750,0.008
671193.764,-18.555,-521.484,-33.203,-9.766,671193.750,0.011
671193.768,84.473,-372.070,-23.926,10.742,671193.750,0.015
671193.772,106.934,-606.445,-29.297,17.578,671193.750,0.019
671193.776,32.227,-521.484,-32.715,-8.301,671193.750,0.023
671193.780,-11.719,-284.180,-30.273,-26.367,671193.750,0.020
671193.784,63.965,-249.512,-27.832,-7.324,671193.750,0.024
671193.788,127.441,-305.176,-25.391,20.996,671193.750,0.028
671193.792,60.547,-517.578,-29.785,15.625,671193.812,-0.031
671193.795,-30.762,-448.242,-32.227,-10.742,671193.812,-0.027
671193.799,6.836,-531.738,-27.832,3.906,671193.812,-0.023
671193.803,91.309,-723.633,-21.484,32.715,671193.812,-0.019
671193.807,54.199,-727.539,-25.391,20.996,671193.812,-0.015
671193.811,-43.457,-926.758,-28.320,11.230,671193.812,-0.011
671193.815,-26.367,-800.781,-28.809,14.160,671193.812,-0.007
671193.819,73.242,-404.785,-31.250,14.648,671193.812,-0.003
671193.823,77.637,-531.738,-33.203,17.090,671193.812,0.001
671193.827,-4.395,-369.141,-31.250,-0.977,671193.812,-0.002
671193.831,-27.832,-528.320,-20.996,8.789,671193.812,0.002
671193.835,54.199,-709.961,-22.461,25.879,671193.812,0.006
671193.838,94.238,-370.117,-30.762,20.020,671193.812,0.010
671193.842,9.766,-350.098,-35.156,12.695,671193.812,0.014
671193.846,-56.152,-550.293,-25.391,11.230,671193.812,0.018
671193.850,2.441,-826.660,-16.602,32.715,671193.812,0.021
671193.854,76.660,-903.320,-25.391,48.340,671193.812,0.025
671193.858,41.992,-595.215,-34.668,18.066,671193.812,0.029
671193.862,-29.785,-356.445,-35.645,-1.953,671193.875,-0.029
671193.866,9.277,-219.727,-27.344,12.207,671193.875,-0.025
671193.870,93.750,-478.516,-20.508,40.527,671193.875,-0.022
671193.874,68.359,-653.320,-21.484,35.156,671193.875,-0.005
671193.877,-27.344,-536.621,-25.879,9.766,671193.875,-0.001
671193.881,-16.113,-597.168,-25.879,10.254,671193.875,0.003
671193.885,84.473,-351.562,-20.996,22.949,671193.875,0.007
671193.889,96.680,-520.996,-19.531,34.180,671193.875,0.011
671193.893,-0.977,-932.129,-20.020,21.973,671193.875,0.015
671193.897,-33.203,-886.719,-24.414,9.766,671193.875,0.019
671193.901,62.012,-708.984,-26.855,22.461,671193.875,0.023
671193.905,127.930,-510.742,-17.578,28.320,671193.875,0.027
671193.909,70.801,-631.836,-16.602,22.949,671193.875,0.031
671193.913,9.766,-883.789,-23.438,18.066,671193.938,-0.028
671193.917,74.707,-588.867,-24.902,20.996,671193.938,-0.024
671193.920,149.414,-252.930,-20.020,35.645,671193.938,-0.027
671193.924,100.586,-257.324,-22.461,31.738,671193.938,-0.023
671193.928,-0.488,-384.766,-23.926,16.113,671193.938,-0.019
671193.932,5.371,-570.312,-18.066,26.367,671193.938,-0.016
671193.936,83.008,-529.785,-18.066,45.898,671193.938,-0.012
671193.940,58.594,-654.297,-22.461,43.457,671193.938,-0.008
671193.944,-36.133,-791.992,-23.438,18.066,671193.938,-0.004
671193.948,-33.691,-693.848,-20.020,14.160,671193.938,0.000
671193.952,52.734,-856.934,-17.090,52.734,671193.938,0.004
671193.956,78.125,-827.637,-27.344,48.340,671193.938,0.008
671193.960,5.371,-373.535,-34.668,-0.977,671193.938,0.012
671193.963,-36.621,-268.066,-29.785,-9.766,671193.938,0.016
671193.967,39.551,-236.328,-29.297,10.254,671194.000,-0.029
671193.971,95.215,-460.449,-27.832,24.902,671194.000,-0.025
671193.975,29.785,-547.363,-33.203,7.324,671194.000,-0.022
671193.979,-42.969,-318.359,-34.180,-14.648,671194.000,-0.018
671193.983,2.441,-263.672,-31.738,-0.977,671194.000,-0.014
671193.987,92.285,-493.164,-29.785,29.297,671194.000,-0.010
671193.991,70.312,-877.930,-24.414,36.621,671194.000,-0.006
671193.995,-11.230,-926.270,-24.414,12.695,671194.000,-0.002
671193.999,28.320,-633.789,-25.879,5.371,671194.000,0.002
671194.002,117.676,-354.004,-27.832,24.414,671194.000,0.006
671194.006,109.375,-258.301,-31.738,25.391,671194.000,0.010
671194.010,8.789,-546.875,-28.809,14.648,671194.000,0.014
671194.014,-21.973,-637.207,-21.973,13.672,671194.000,0.011
671194.018,57.129,-341.309,-17.578,30.762,671194.000,0.015
671194.022,74.707,-356.934,-19.531,42.480,671194.000,0.019
671194.026,-7.324,-290.039,-21.484,24.902,671194.000,0.022
671194.030,-62.012,-462.402,-16.602,11.719,671194.000,0.026
671194.034,-8.301,-864.258,-16.602,27.344,671194.000,0.030
671194.038,53.711,-661.621,-21.973,39.062,671194.062,-0.028
671194.042,0.488,-372.559,-20.996,27.832,671194.062,-0.024
671194.045,-65.918,-242.676,-18.555,8.301,671194.062,-0.021
671194.049,-15.625,-334.961,-18.555,24.414,671194.062,-0.017
671194.053,56.152,-877.930,-17.090,52.734,671194.062,-0.013
671194.057,30.273,-793.457,-20.508,26.855,671194.062,-0.009
671194.061,-56.152,-329.102,-24.902,-7.324,671194.062,-0.011
671194.065,-37.598,-183.594,-22.461,-0.488,671194.062,-0.007
671194.069,60.059,-334.961,-17.578,21.973,671194.062,-0.003
671194.073,60.059,-595.703,-19.531,20.508,671194.062,0.001
671194.077,-27.832,-443.848,-27.344,-9.766,671194.062,0.005
671194.081,-51.758,-582.520,-29.785,-11.719,671194.062,0.009
671194.085,33.691,-777.832,-29.785,10.254,671194.062,0.012
671194.088,69.824,-751.953,-33.691,21.973,671194.062,0.016
671194.092,-14.160,-779.785,-38.574,8.789,671194.062,0.020
671194.096,-94.727,-509.766,-50.781,-7.324,671194.062,0.024
671194.100,-59.082,-229.980,-44.922,8.789,671194.062,0.028
671194.104,-2.441,-259.277,-28.809,28.809,671194.125,-0.031
671194.108,-67.383,-312.012,-22.949,19.531,671194.125,-0.014
671194.112,-160.645,-691.406,-21.484,6.348,671194.125,-0.010
671194.116,-124.512,-804.199,-26.367,7.812,671194.125,-0.007
671194.120,-22.949,-477.539,-29.297,14.160,671194.125,-0.003
671194.124,-16.113,-394.531,-20.996,13.184,671194.125,0.001
671194.127,-92.773,-570.801,-13.184,-0.977,671194.125,0.005
671194.131,-88.379,-887.695,-8.301,20.020,671194.125,0.009
671194.135,7.812,-899.902,-7.324,47.363,671194.125,0.013
671194.139,25.391,-426.758,-18.066,24.414,671194.125,0.017
671194.143,-60.547,-178.223,-16.602,8.301,671194.125,0.021
671194.147,-89.844,-178.223,-13.672,4.883,671194.125,0.025
671194.151,-14.160,-463.867,-17.090,16.602,671194.125,0.029
671194.155,41.016,-464.355,-20.020,24.414,671194.125,0.026
671194.159,-20.996,-235.840,-20.508,13.672,671194.125,0.029
671194.163,-85.938,-249.512,-18.066,4.395,671194.188,-0.029
671194.167,-20.996,-136.230,-26.367,9.277,671194.188,-0.025
671194.170,71.777,-528.320,-25.391,27.344,671194.188,-0.021
671194.174,45.410,-871.094,-24.902,24.414,671194.188,-0.017
671194.178,-29.785,-667.480,-25.879,1.953,671194.188,-0.014
671194.182,-3.906,-716.797,-21.973,12.695,671194.188,-0.010
671194.186,78.125,-544.434,-20.508,27.832,671194.188,-0.006
671194.190,57.129,-604.980,-17.578,27.344,671194.188,-0.002
671194.194,-48.828,-914.062,-18.555,14.648,671194.188,0.002
671194.198,-45.898,-470.703,-28.320,3.906,671194.188,0.006
671194.202,45.410,-205.566,-30.762,27.344,671194.188,0.004
671194.206,59.082,-198.242,-24.414,30.762,671194.188,0.008
671194.210,-26.855,-479.004,-20.996,19.531,671194.188,0.012
671194.213,-60.059,-579.590,-19.043,11.230,671194.188,0.016
671194.217,17.578,-257.324,-20.020,23.438,671194.188,0.020
671194.221,76.172,-574.219,-19.531,44.922,671194.188,0.024
671194.225,30.273,-625.488,-15.137,26.855,671194.188,0.028
671194.229,-45.410,-487.793,-20.508,12.695,671194.250,-0.031
671194.233,-11.230,-677.246,-29.785,21.973,671194.250,-0.027
671194.237,68.359,-425.781,-29.785,28.809,671194.250,-0.023
671194.241,34.668,-279.785,-21.973,29.785,671194.250,-0.019
671194.245,-54.688,-266.113,-21.484,15.625,671194.250,-0.015
671194.249,-39.551,-361.328,-23.438,16.602,671194.250,0.000
671194.252,41.016,-671.387,-25.391,31.738,671194.250,0.004
671194.256,34.668,-514.648,-34.180,16.113,671194.250,0.008
671194.260,-46.875,-307.617,-29.785,-5.859,671194.250,0.012
671194.264,-48.828,-296.387,-21.484,-0.977,671194.250,0.016
671194.268,37.109,-552.246,-24.414,11.719,671194.250,0.020
671194.272,58.105,-927.734,-21.484,35.645,671194.250,0.024
671194.276,-11.719,-893.066,-22.461,20.996,671194.250,0.028
671194.280,-48.828,-434.082,-28.320,-24.902,671194.312,-0.031
671194.284,25.879,-174.805,-21.973,-0.488,671194.312,-0.027
671194.288,100.098,-277.832,-14.648,23.926,671194.312,-0.023
671194.292,38.086,-587.402,-16.602,8.301,671194.312,-0.019
671194.295,-37.109,-471.680,-23.438,-7.812,671194.312,-0.022
671194.299,8.789,-229.980,-21.973,4.395,671194.312,-0.018
671194.303,88.379,-252.930,-20.020,22.461,671194.312,-0.014
671194.307,54.688,-275.879,-20.996,14.160,671194.312,-0.011
671194.311,-53.223,-547.363,-20.508,-0.488,671194.312,-0.007
671194.315,-53.223,-791.504,-22.949,1.465,671194.312,-0.003
671194.319,32.715,-642.578,-24.902,17.090,671194.312,0.001
671194.323,37.109,-396.484,-33.203,21.484,671194.312,0.005
671194.327,-36.621,-311.523,-32.227,2.930,671194.312,0.009
671194.331,-37.109,-730.469,-20.020,13.672,671194.312,0.013
671194.335,53.223,-823.242,-21.973,36.621,671194.312,0.017
671194.338,98.145,-345.703,-24.902,27.832,671194.312,0.021
671194.342,24.902,-303.223,-18.555,16.602,671194.312,0.018
671194.346,-34.180,-300.293,-17.578,-1.953,671194.312,0.022
671194.350,18.066,-654.297,-17.578,8.301,671194.312,0.026
671194.354,91.309,-764.160,-20.020,31.250,671194.312,0.030
671194.358,54.199,-316.406,-20.996,18.555,671194.375,-0.029
671194.362,-39.551,-517.090,-18.555,1.953,671194.375,-0.025
671194.366,-16.602,-682.129,-21.973,4.395,671194.375,-0.021
671194.370,58.594,-770.508,-20.996,28.320,671194.375,-0.017
671194.374,26.855,-917.480,-17.090,30.273,671194.375,-0.013
671194.377,-69.336,-536.133,-23.926,-11.230,671194.375,-0.009
671194.381,-56.641,-247.070,-30.273,-8.789,671194.375,-0.005
671194.385,46.387,-202.148,-22.461,22.461,671194.375,-0.002
671194.389,57.129,-418.945,-22.949,23.438,671194.375,0.016
671194.393,-22.949,-636.719,-26.855,8.301,671194.375,0.020
671194.397,-42.969,-346.191,-24.902,0.000,671194.375,0.023
671194.401,31.250,-205.566,-21.484,15.625,671194.375,0.027
671194.405,68.848,-301.758,-23.438,23.438,671194.438,-0.031
671194.409,-14.160,-570.312,-24.414,13.184,671194.438,-0.027
671194.413,-91.309,-944.824,-17.090,16.602,671194.438,-0.023
671194.417,-31.250,-743.652,-18.066,10.742,671194.438,-0.020
671194.420,49.805,-326.172,-21.973,2.930,671194.438,-0.016
671194.424,23.926,-327.148,-21.484,12.207,671194.438,-0.012
671194.428,-43.457,-394.043,-22.461,4.883,671194.438,-0.008
671194.432,-6.348,-511.230,-22.461,8.789,671194.438,-0.004
671194.436,97.656,-350.098,-25.879,22.949,671194.438,-0.007
671194.440,93.750,-260.254,-22.461,25.391,671194.438,-0.003
671194.444,0.977,-347.168,-26.855,12.207,671194.438,0.001
671194.448,-8.789,-343.262,-33.691,5.859,671194.438,0.005
671194.452,69.336,-539.551,-39.062,21.973,671194.438,0.009
671194.456,80.566,-768.066,-50.781,27.344,671194.438,0.012
671194.460,-7.812,-837.402,-56.152,6.348,671194.438,0.016
671194.463,-50.781,-798.340,-62.500,-8.789,671194.438,0.020
671194.467,23.438,-753.906,-65.430,8.789,671194.438,0.024
671194.471,82.031,-841.309,-58.105,24.414,671194.438,0.028
671194.475,32.227,-668.945,-49.805,-1.953,671194.500,-0.031
671194.479,-33.203,-395.508,-40.039,-21.484,671194.500,-0.027
671194.483,18.555,-327.637,-27.344,0.000,671194.500,-0.030
671194.487,104.980,-221.680,-23.926,14.648,671194.500,-0.026
671194.491,57.129,-656.738,-21.484,21.484,671194.500,-0.022
671194.495,-34.668,-857.910,-25.391,0.488,671194.500,-0.018
671194.499,-4.395,-367.676,-32.227,-12.207,671194.500,-0.014
671194.502,74.707,-637.695,-36.133,16.602,671194.500,-0.010
671194.506,69.824,-704.590,-39.551,9.277,671194.500,-0.006
671194.510,-24.902,-679.199,-28.320,1.953,671194.500,-0.002
671194.514,-41.016,-871.582,-20.020,10.742,671194.500,0.002
671194.518,61.035,-397.949,-22.949,14.648,671194.500,0.006
671194.522,98.145,-249.023,-20.020,31.738,671194.500,0.009
671194.526,19.531,-491.699,-19.531,20.020,671194.500,0.013
671194.530,-31.738,-694.336,-23.438,1.465,671194.500,0.031
671194.534,50.293,-530.273,-15.625,14.648,671194.562,-0.028
671194.538,131.836,-274.414,-10.742,38.574,671194.562,-0.024
671194.542,64.941,-457.520,-14.648,26.855,671194.562,-0.020
671194.545,-22.461,-433.594,-19.531,3.906,671194.562,-0.016
671194.549,10.254,-570.801,-20.508,23.438,671194.562,-0.012
671194.553,90.332,-967.285,-21.973,42.969,671194.562,-0.008
671194.557,56.641,-807.617,-27.832,12.695,671194.562,-0.005
671194.561,-41.504,-409.668,-32.227,-18.066,671194.562,-0.001
671194.565,-28.809,-169.434,-34.180,-10.254,671194.562,0.003
671194.569,63.477,-229.492,-30.273,7.812,671194.562,0.007
671194.573,71.777,-531.738,-25.879,15.137,671194.562,0.011
671194.577,-12.695,-382.324,-27.344,-2.930,671194.562,0.008
671194.581,-32.227,-313.965,-21.484,-6.836,671194.562,0.012
671194.585,46.875,-466.309,-21.973,14.160,671194.562,0.016
671194.588,79.102,-521.484,-24.902,24.414,671194.562,0.020
671194.592,1.953,-586.426,-22.949,9.277,671194.562,0.024
671194.596,-62.500,-642.578,-25.391,-8.789,671194.562,0.027
671194.600,-2.441,-730.957,-21.973,4.395,671194.625,-0.031
671194.604,77.148,-524.902,-16.602,21.973,671194.625,-0.027
671194.608,34.668,-315.918,-17.090,12.207,671194.625,-0.023
671194.612,-47.363,-782.227,-13.184,16.113,671194.625,-0.019
671194.616,-1.953,-775.391,-17.090,18.555,671194.625,-0.016
671194.620,100.586,-329.102,-23.926,16.113,671194.625,-0.012
671194.624,92.285,-335.938,-23.926,25.391,671194.625,-0.014
671194.627,8.789,-304.688,-21.484,16.602,671194.625,-0.011
671194.631,8.789,-543.945,-13.672,14.648,671194.625,-0.007
671194.635,94.727,-526.367,-13.184,30.273,671194.625,-0.003
671194.639,97.656,-358.887,-16.113,35.156,671194.625,0.001
671194.643,-3.418,-579.102,-18.066,21.484,671194.625,0.005
671194.647,-37.598,-714.844,-20.508,11.719,671194.625,0.009
671194.651,25.391,-905.273,-13.672,36.621,671194.625,0.013
671194.655,65.918,-853.027,-14.648,50.781,671194.625,0.017
671194.659,8.789,-425.293,-25.391,18.555,671194.625,0.021
671194.663,-59.570,-297.852,-25.391,0.488,671194.625,0.025
671194.667,-4.883,-217.773,-20.508,17.090,671194.625,0.029
671194.670,78.125,-453.613,-15.137,41.992,671194.688,-0.017
671194.674,43.457,-537.598,-14.648,30.273,671194.688,-0.013
671194.678,-36.133,-350.098,-14.648,3.418,671194.688,-0.009
671194.682,-16.602,-344.727,-20.020,0.488,671194.688,-0.005
671194.686,54.199,-287.109,-27.344,15.625,671194.688,-0.001
671194.690,26.855,-709.961,-25.879,28.320,671194.688,0.003
671194.694,-62.500,-926.758,-21.973,11.230,671194.688,0.006
671194.698,-43.945,-539.062,-21.484,-12.695,671194.688,0.010
671194.702,47.363,-605.469,-22.461,12.207,671194.688,0.014
671194.706,80.566,-497.070,-28.320,23.438,671194.688,0.018
671194.710,10.254,-480.469,-25.391,9.766,671194.688,0.022
671194.713,-37.598,-635.742,-25.391,1.953,671194.688,0.026
671194.717,37.109,-346.191,-27.344,8.301,671194.688,0.023
671194.721,93.750,-344.727,-21.973,28.320,671194.688,0.027
671194.725,26.367,-358.398,-25.879,11.719,671194.688,0.031
671194.729,-56.152,-491.699,-25.391,-9.766,671194.750,-0.027
671194.733,-15.137,-668.457,-17.090,6.348,671194.750,-0.024
671194.737,57.617,-715.332,-16.602,28.809,671194.750,-0.020
671194.741,8.789,-847.168,-21.484,25.391,671194.750,-0.016
671194.745,-88.379,-830.566,-26.367,1.465,671194.750,-0.012
671194.749,-72.266,-623.535,-31.250,9.277,671194.750,-0.008
671194.752,5.371,-787.109,-28.320,46.387,671194.750,-0.004
671194.756,5.859,-752.930,-23.438,34.180,671194.750,-0.000
671194.760,-66.895,-583.008,-22.949,8.789,671194.750,0.004
671194.764,-85.449,-443.848,-22.949,6.348,671194.750,0.001
671194.768,2.441,-229.980,-21.973,23.438,671194.750,0.005
671194.772,53.711,-467.285,-19.043,43.945,671194.750,0.009
671194.776,-7.812,-493.652,-25.391,22.949,671194.750,0.013
671194.780,-54.199,-403.809,-23.926,7.324,671194.750,0.017
671194.784,12.207,-550.293,-17.578,34.180,671194.750,0.020
